"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-10",,,"0.0","0.0","0.0",,"29.4","21.1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-11",,,"1.3","0.0","0.0",,"28.9","21.1",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-12",,,"0.0","0.0","0.0",,"29.4","20.6",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-13",,,"0.0","0.0","0.0",,"23.9","15.0",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-14",,,"0.0","0.0","0.0",,"23.3","12.2",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-15",,,"0.0","0.0","0.0",,"23.9","15.0",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-16",,,"0.0","0.0","0.0",,"25.6","15.6",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-17",,,"0.0","0.0","0.0",,"25.6","15.6",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-18",,,"0.0","0.0","0.0",,"25.0","18.3",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-19","1.1",,"0.0","0.0","0.0",,"28.3","18.3",,"  220","  220","3.1","5.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-20","0.8",,"0.0","0.0","0.0",,"30.0","21.1",,"  210","  160","3.1","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-21","1.1",,"0.0","0.0","0.0",,"31.1","21.1",,"  200","  210","4.5","10.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-22","1.3",,"0.0","0.0","0.0",,"32.2","22.2",,"  170","  260","3.6","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-23","1.1",,"0.0","0.0","0.0",,"30.6","23.3",,"  170","  260","5.8","10.7","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-24","1.9",,"0.0","0.0","0.0",,"30.0","23.3",,"  260","  280","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-25","1.3",,"0.0","0.0","0.0",,"30.6","22.2",,"  230","  170","3.6","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-26","1.6",,"0.0","0.0","0.0",,"30.6","20.6",,"  260","  270","4.0","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-27","1.2",,"2.3","0.0","0.0",,"26.7","22.2",,"  220","  210","5.4","9.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-28","1.0",,"2.8","0.0","0.0",,"32.2","21.1",,"  260","  260","5.4","9.8","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-29","1.5",,"14.7","0.0","0.0",,"30.6","18.3",,"  340","  170","14.8","21.0","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-06-30","1.4",,"0.0","0.0","0.0",,"26.7","19.4",,"   40","   40","5.4","7.2",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-01","1.0",,"0.8","0.0","0.0",,"26.7","19.4",,"   70","   80","5.4","7.2",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-02","1.5",,"0.0","0.0","0.0",,"33.3","20.0",,"   30","   10","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-03","1.6",,"3.3","0.0","0.0",,"32.2","21.7",,"   50","   50","6.7","9.4","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-04","2.0",,"0.0","0.0","0.0",,"30.6","20.0",,"   60","   40","4.5","6.7","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-05","1.1",,"0.0","0.0","0.0",,"33.3","22.2",,"  250",,"4.5",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-06","1.3",,"13.7","0.0","0.0",,"35.6","21.1",,"  240","  230","7.6","13.9","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-07","1.9",,"0.0","0.0","0.0",,"27.8","22.2",,"  130","  120","4.5","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-08","1.1",,"0.5","0.0","0.0",,"28.3","23.9",,"  210","  210","9.4","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-09","1.2",,"0.0","0.0","0.0",,"31.7","23.9",,"  150","  210","4.0","7.6",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-10","3.2",,"64.5","0.0","0.0",,"25.0","22.8",,"  130","  140","7.6","13.9","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-11","1.5",,"19.3","0.0","0.0",,"28.3","22.2",,"  230","  200","5.4","9.8","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-12","2.2",,"1.0","0.0","0.0",,"30.6","21.7",,"  250","  230","5.4","9.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-13","1.8",,"0.5","0.0","0.0",,"30.0","21.1",,"  270","  280","5.8","8.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-14","2.1",,"0.0","0.0","0.0",,"29.4","21.1",,"   20","  300","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-15","2.6",,"0.0","0.0","0.0",,"27.8","21.1",,"   50","   60","5.8","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-16","1.7",,"0.0","0.0","0.0",,"25.6","20.6",,"  140","  140","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-17","0.9",,"0.8","0.0","0.0",,"28.9","20.6",,"   50","  170","3.6","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-18","0.6",,"0.0","0.0","0.0",,"32.8","22.2",,"  240","  130","3.1","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-19","1.9",,"0.0","0.0","0.0",,"34.4","25.0",,"  240","  260","3.6","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-20","1.7",,"0.0","0.0","0.0",,"33.9","27.2",,"  280","  270","5.8","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-21","0.8",,"0.0","0.0","0.0",,"32.8","25.0",,"  250","  150","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-22","1.3",,"36.1","0.0","0.0",,"33.3","22.2",,"  280","  300","10.3","15.7","    1","    1","    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-23","2.0",,"0.0","0.0","0.0",,"30.0","22.8",,"  250","  230","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-24","1.4",,"4.8","0.0","0.0",,"26.7","22.2",,"   60","  230","5.8","8.9","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-25","1.7",,"0.0","0.0","0.0",,"31.1","22.2",,"  230","  220","4.0","6.7","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-26","2.4",,"0.0","0.0","0.0",,"33.3","25.0",,"  280","  290","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-27","2.3",,"0.0","0.0","0.0",,"33.9","24.4",,"  230","  230","6.3","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-28","2.1",,"0.0","0.0","0.0",,"33.9","26.7",,"  240","  240","6.3","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-29","0.7",,"0.0","0.0","0.0",,"32.2","25.0",,"  230","  210","4.0","11.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-30","1.3",,"2.0","0.0","0.0",,"33.3","23.3",,"  240","  230","5.4","8.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-07-31","0.7",,"19.8","0.0","0.0",,"27.8","21.1",,"   50","   50","6.3","9.8","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-01","1.0",,"0.0","0.0","0.0",,"31.1","21.7",,"  150","  170","4.0","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-02","1.8",,"0.0","0.0","0.0",,"31.7","25.0",,"  140","  140","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-03","2.0",,"13.7","0.0","0.0",,"31.1","21.1",,"  250","  260","6.7","10.7","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-04","3.2",,"14.0","0.0","0.0",,"26.1","21.1",,"  150","  130","11.2","21.5","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-05","1.9",,"0.0","0.0","0.0",,"30.0","22.8",,"  270","  220","5.8","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-06","1.0",,"0.0","0.0","0.0",,"27.8","21.7",,"  150","  130","3.6","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-07","1.8",,"11.7","0.0","0.0",,"27.2","18.9",,"   70","   90","5.4","8.1","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-08","1.1",,"0.0","0.0","0.0",,"28.3","20.0",,"  140","  140","4.0","6.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-09","1.6",,"0.0","0.0","0.0",,"30.6","22.2",,"  180","  160","4.0","7.2","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-10","2.1",,"0.0","0.0","0.0",,"33.3","24.4",,"  150","  160","4.5","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-11","1.5",,"0.0","0.0","0.0",,"31.1","25.6",,"  140","  150","5.8","11.2","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-12","1.1",,"44.7","0.0","0.0",,"32.2","22.2",,"  140","  160","5.8","8.5","    1",,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-13","0.9",,"6.1","0.0","0.0",,"26.1","22.2",,"   60","   50","4.0","5.8","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-14","2.6",,"0.0","0.0","0.0",,"30.0","22.8",,"   60","   40","6.7","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-15","2.8",,"0.0","0.0","0.0",,"28.9","21.7",,"   70","   60","6.7","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-16","3.5",,"5.3","0.0","0.0",,"22.2","19.4",,"   40","   40","6.7","10.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-17","1.1",,"3.6","0.0","0.0",,"27.2","17.8",,"  170","   10","4.5","8.5","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-18","1.3",,"5.1","0.0","0.0",,"27.8","17.2",,"  270","  270","5.8","10.3","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-19","1.4",,"3.6","0.0","0.0",,"23.9","18.9",,"   90","  300","4.0","6.3","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-20","1.4",,"0.0","0.0","0.0",,"26.7","16.7",,"  230","  210","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-21","2.7",,"0.0","0.0","0.0",,"28.3","20.0",,"  240","  220","5.8","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-22","1.8",,"0.0","0.0","0.0",,"31.1","22.8",,"  240","  250","5.4","8.1",,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-23","1.1",,"0.0","0.0","0.0",,"30.0","23.3",,"  240","  200","4.0","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-24","1.4",,"0.0","0.0","0.0",,"32.2","23.9",,"  270",,"5.4",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-25","2.5",,"9.1","0.0","0.0",,"31.7","21.7",,"   10","   10","9.4","15.7","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-26","2.8",,"0.0","0.0","0.0",,"25.0","19.4",,"  300","  310","7.2","11.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-27","1.6",,"10.7","0.0","0.0",,"32.2","18.9",,"  240","  230","7.6","14.3","    1",,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-28","1.6",,"0.0","0.0","0.0",,"29.4","21.7",,"  250","  220","5.4","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-29","1.9",,"0.3","0.0","0.0",,"27.2","22.2",,"  300","  300","6.3","8.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-30","3.4",,"0.0","0.0","0.0",,"26.1","19.4",,"  300","  300","6.7","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-08-31","1.5",,"0.0","0.0","0.0",,"25.0","17.2",,"  140","  150","4.0","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-01","1.7",,"5.8","0.0","0.0",,"25.0","18.9",,"  110","   90","5.4","7.6","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-02","1.3",,"3.6","0.0","0.0",,"26.1","20.6",,"  140","  140","3.6","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-03","1.3",,"18.0","0.0","0.0",,"29.4","21.1",,"  290","  290","4.5","6.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-04","2.0",,"0.0","0.0","0.0",,"29.4","20.6",,"  280","  280","5.4","8.1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-05","1.7",,"0.0","0.0","0.0",,"26.7","18.3",,"  310","  220","4.5","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-06","1.6",,"0.0","0.0","0.0",,"27.8","18.9",,"  160","  150","4.0","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-07","1.1",,"0.0","0.0","0.0",,"26.1","18.9",,"  140","  140","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-08","0.9",,"0.0","0.0","0.0",,"28.9","20.0",,"  140","  150","3.6","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-09","1.1",,"0.0","0.0","0.0",,"27.2","20.6",,"  170","  140","3.1","4.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-10","1.2",,"30.5","0.0","0.0",,"27.8","22.8",,"  230","  220","4.5","6.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-11","2.5",,"0.0","0.0","0.0",,"24.4","17.8",,"   20","   20","6.3","10.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-12","2.4",,"0.0","0.0","0.0",,"23.3","16.1",,"   50","  110","5.4","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-13","1.3",,"0.0","0.0","0.0",,"23.3","16.1",,"  140","  140","4.5","8.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-14","2.2",,"0.0","0.0","0.0",,"23.9","15.0",,"  360","  340","6.7","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-15","1.7",,"0.0","0.0","0.0",,"18.9","12.2",,"   20","   30","6.7","11.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-16","1.2",,"0.0","0.0","0.0",,"21.7","13.3",,"  250","  230","4.0","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-17","0.9",,"0.0","0.0","0.0",,"23.9","17.8",,"  250","  250","4.5","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-18","3.7",,"0.0","0.0","0.0",,"21.1","12.8",,"   20","   10","7.2","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-19","3.1",,"0.0","0.0","0.0",,"17.2","10.0",,"   50","   20","7.6","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-20","2.9",,"0.0","0.0","0.0",,"18.3","10.0",,"   50","   50","6.7","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-21","2.1",,"0.0","0.0","0.0",,"18.3","9.4",,"   60","   40","6.7","10.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-22","1.7",,"0.0","0.0","0.0",,"21.7","8.9",,"  300","  290","5.8","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-23","2.3",,"0.0","0.0","0.0",,"26.1","13.9",,"  300","  290","6.7","10.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-24","1.2",,"0.0","0.0","0.0",,"23.9","16.7",,"  260","  230","4.0","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-25","0.9",,"0.0","0.0","0.0",,"25.0","16.7",,"  220","  160","3.1","5.4","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-26","1.3",,"0.0","0.0","0.0",,"23.3","18.3",,"  140","  160","4.0","7.2",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-27","1.2",,"0.8","0.0","0.0",,"26.1","19.4",,"  130","  140","4.0","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-28","1.3",,"0.5","0.0","0.0",,"25.0","20.6",,"  140","  190","4.0","7.2","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-29","1.7",,"11.9","0.0","0.0",,"23.3","19.4",,"  140","  210","4.5","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-09-30","2.8",,"29.0","0.0","0.0",,"21.7","15.6",,"  270","  170","7.6","12.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-01","1.7",,"0.0","0.0","0.0",,"22.2","15.6",,"  240","  270","5.4","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-02","1.7",,"1.0","0.0","0.0",,"18.3","11.7",,"  270","  280","4.0","7.2","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-03","2.0",,"0.0","0.0","0.0",,"18.9","11.1",,"  260","  260","5.4","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-04","1.8",,"0.0","0.0","0.0",,"19.4","10.6",,"   60","   50","5.4","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-05","1.2",,"0.0","0.0","0.0",,"21.1","11.7",,"  350","   60","4.0","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-06","1.4",,"0.0","0.0","0.0",,"20.6","13.9",,"  240","  230","5.4","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-07","3.7",,"0.5","0.0","0.0",,"23.3","15.6",,"  280","  260","7.2","12.5",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-08","3.5",,"0.0","0.0","0.0",,"17.8","11.7",,"  300","  270","7.6","11.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-09","1.1",,"0.0","0.0","0.0",,"20.6","10.0",,"  230","  230","5.8","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-10","2.7",,"0.0","0.0","0.0",,"21.7","14.4",,"  240","  220","6.3","11.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-11","2.6",,"0.0","0.0","0.0",,"19.4","13.9",,"  240","  240","6.3","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-12","3.9",,"24.4","0.0","0.0",,"13.9","9.4",,"   60","   50","7.6","13.0","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-13","2.8",,"8.6","0.0","0.0",,"14.4","11.7",,"   50","   20","6.7","9.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-14","1.9",,"0.0","0.0","0.0",,"19.4","10.0",,"  240","  240","4.5","6.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-15","2.1",,"0.0","0.0","0.0",,"21.7","13.9",,"  180","  200","5.4","10.7",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-16","2.0",,"34.5","0.0","0.0",,"18.9","8.3",,"  310","  300","6.7","11.6","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-17","1.6",,"0.3","0.0","0.0",,"15.0","6.7",,"   20","  270","5.4","7.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-18","1.7",,"0.0","0.0","0.0",,"16.7","7.8",,"  120","  190","5.8","9.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-19","1.1",,"0.0","0.0","0.0",,"18.3","10.6",,"  150","  140","4.0","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-20","0.7",,"0.0","0.0","0.0",,"21.7","13.9",,"  140","  160","3.1","4.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-21","0.6",,"0.0","0.0","0.0",,"20.0","15.0",,"  140","  140","3.6","5.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-22","0.4",,"0.0","0.0","0.0",,"20.0","17.8",,"   50","   20","3.6","6.7","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-23","0.5",,"0.0","0.0","0.0",,"20.6","17.2",,"  240",,"3.1",,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-24","2.0",,"0.0","0.0","0.0",,"20.6","8.9",,"  310","  290","5.8","8.9",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-25","2.6",,"0.5","0.0","0.0",,"11.7","7.2",,"   50","   80","6.3","8.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-26","1.8",,"0.5","0.0","0.0",,"15.0","10.6",,"   80","  110","5.8","9.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-27","1.3",,"0.0","0.0","0.0",,"15.0","11.1",,"  300","  300","5.4","7.2","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-28","1.2",,"2.8","0.0","0.0",,"13.9","11.1",,"  280","  260","3.6","5.8","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-29","4.0",,"38.9","0.0","0.0",,"13.3","7.8",,"   50","   50","8.9","13.4","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-30","3.4",,"16.3","0.0","0.0",,"8.3","2.8",,"   40","   20","8.9","15.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-10-31","1.2",,"0.0","0.0","0.0",,"7.8","0.0",,"   60","  230","4.0","5.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-01","2.6",,"10.2","0.0","0.0",,"12.8","6.1",,"  300","  300","8.9","15.7","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-02","4.7",,"0.0","0.0","0.0",,"6.7","3.3",,"  280","  290","10.3","19.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-03","3.9",,"0.0","0.0","0.0",,"11.7","4.4",,"  300","  210","8.9","13.0",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-04","1.5",,"0.0","0.0","0.0",,"16.7","4.4",,"  220","  210","4.5","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-05","1.8",,"0.0","0.0","0.0",,"19.4","11.1",,"  240","  230","6.3","8.9","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-06","2.1",,"0.0","0.0","0.0",,"21.1","13.3",,"  210","  240","5.4","7.6",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-07","1.6",,"0.0","0.0","0.0",,"23.3","13.3",,"  230","  200","3.6","6.3",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-08","0.8",,"0.0","0.0","0.0",,"23.9","13.3",,"  280","  270","3.1","4.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-09","0.6",,"0.0","0.0","0.0",,"23.9","12.2",,"  240","  250","4.5","6.7",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-10","2.3",,"0.0","0.0","0.0",,"23.3","15.6",,"  240","  240","5.8","8.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-11","1.3",,"19.8","0.0","0.0",,"22.2","17.8",,"  220","  230","5.8","8.5","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-12","3.0",,"6.1","0.0","0.0",,"20.0","7.8",,"   10","   10","7.6","11.6","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-13","1.8",,"4.8","0.0","0.0",,"10.0","8.3",,"  300","   40","5.4","7.6","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-14","2.1",,"0.0","0.0","0.0",,"11.1","5.6",,"  310","  300","6.3","9.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-15","3.3",,"1.8","0.0","0.0",,"17.8","5.0",,"  270","  260","10.3","18.3","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-16","3.0",,"0.0","0.0","0.0",,"12.8","6.7",,"  280","  250","8.1","12.5",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-17","3.2",,"0.0","0.0","0.0",,"10.0","2.2",,"  300","  310","9.4","13.4",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-18","4.1",,"0.0","0.0","0.0",,"2.2","-1.0",,"  300","  300","9.4","14.8",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-19","2.3",,"0.0","0.0","0.0",,"8.9","-1.0",,"  230","  230","7.2","12.1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-20","2.7",,"0.0","0.0","0.0",,"17.2","7.2",,"  250","  220","6.7","11.2",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2020-11-21","1.9",,"0.0","0.0","0.0",,"17.8","9.4",,"   10","   10","5.8","8.5",,,,,,
